addressId,userId,street,ward,district,city
4458,2242,CMT8,Ward5,District10,HCM
4459,2242,Vo Van Tan,Ward5,District5,HCM
4460,2242,Nguyen Hue,Ward5,District3,HCM
4461,2243,Nguyen Hue,Ward1,District5,HCM
4462,2243,CMT8,Ward10,District3,HCM
4463,2244,Tran Hung Dao,Ward5,District5,HCM
4464,2245,Nguyen Hue,Ward10,District1,HCM
4465,2246,CMT8,Ward3,District10,HCM
4466,2247,Tran Hung Dao,Ward3,District3,HCM
4467,2247,CMT8,Ward7,District5,HCM
4468,2247,Nguyen Hue,Ward1,District10,HCM
4469,2248,Vo Van Tan,Ward1,District10,HCM
4470,2248,Nguyen Hue,Ward1,District1,HCM
4471,2249,Nguyen Hue,Ward3,District3,HCM
4472,2249,Vo Van Tan,Ward1,District3,HCM
4473,2250,Nguyen Hue,Ward1,District5,HCM
4474,2250,Nguyen Hue,Ward7,District1,HCM
4475,2250,Le Loi,Ward10,District5,HCM
4476,2251,Tran Hung Dao,Ward3,District3,HCM
4477,2251,Nguyen Hue,Ward7,District5,HCM
4478,2251,Vo Van Tan,Ward7,District5,HCM
4479,2252,CMT8,Ward3,District5,HCM
4480,2252,Nguyen Hue,Ward3,District10,HCM
4481,2252,CMT8,Ward10,District10,HCM
4482,2253,Nguyen Hue,Ward7,District1,HCM
4483,2253,Nguyen Hue,Ward7,District1,HCM
4484,2254,Nguyen Hue,Ward1,District3,HCM
4485,2255,Le Loi,Ward1,District10,HCM
4486,2255,Nguyen Hue,Ward5,District10,HCM
4487,2255,Vo Van Tan,Ward5,District5,HCM
4488,2256,Le Loi,Ward10,District5,HCM
4489,2257,Nguyen Hue,Ward7,District10,HCM
4490,2257,Vo Van Tan,Ward10,District5,HCM
4491,2257,Nguyen Hue,Ward1,District3,HCM
4492,2258,Le Loi,Ward3,District1,HCM
4493,2258,CMT8,Ward1,District10,HCM
4494,2259,Tran Hung Dao,Ward3,District1,HCM
4495,2260,CMT8,Ward10,District3,HCM
4496,2260,Le Loi,Ward3,District3,HCM
4497,2260,Le Loi,Ward5,District1,HCM
4498,2261,CMT8,Ward7,District3,HCM
4499,2261,CMT8,Ward10,District5,HCM
4500,2262,CMT8,Ward3,District1,HCM
4501,2263,Tran Hung Dao,Ward10,District10,HCM
4502,2263,Tran Hung Dao,Ward5,District1,HCM
4503,2264,CMT8,Ward3,District5,HCM
4504,2264,Vo Van Tan,Ward3,District1,HCM
4505,2264,Nguyen Hue,Ward5,District10,HCM
4506,2265,CMT8,Ward3,District10,HCM
4507,2265,CMT8,Ward3,District10,HCM
4508,2265,Nguyen Hue,Ward7,District5,HCM
4509,2266,Tran Hung Dao,Ward1,District5,HCM
4510,2266,CMT8,Ward10,District10,HCM
4511,2266,Tran Hung Dao,Ward1,District3,HCM
4512,2267,Vo Van Tan,Ward1,District5,HCM
4513,2268,Vo Van Tan,Ward10,District10,HCM
4514,2268,Nguyen Hue,Ward3,District5,HCM
4515,2268,Vo Van Tan,Ward7,District5,HCM
4516,2269,Le Loi,Ward3,District5,HCM
4517,2270,CMT8,Ward1,District1,HCM
4518,2270,Le Loi,Ward10,District5,HCM
4519,2270,Nguyen Hue,Ward1,District10,HCM
4520,2271,CMT8,Ward1,District10,HCM
4521,2271,Tran Hung Dao,Ward5,District3,HCM
4522,2272,Le Loi,Ward7,District1,HCM
4523,2272,Vo Van Tan,Ward10,District3,HCM
4524,2273,Nguyen Hue,Ward3,District3,HCM
4525,2273,Le Loi,Ward3,District10,HCM
4526,2274,Tran Hung Dao,Ward1,District1,HCM
4527,2275,Vo Van Tan,Ward5,District3,HCM
4528,2275,Nguyen Hue,Ward3,District10,HCM
4529,2276,Tran Hung Dao,Ward5,District1,HCM
4530,2277,Nguyen Hue,Ward3,District1,HCM
4531,2278,Le Loi,Ward1,District10,HCM
4532,2278,Nguyen Hue,Ward1,District5,HCM
4533,2279,Nguyen Hue,Ward10,District5,HCM
4534,2280,Tran Hung Dao,Ward5,District1,HCM
4535,2281,Vo Van Tan,Ward10,District10,HCM
4536,2281,Le Loi,Ward1,District3,HCM
4537,2282,Vo Van Tan,Ward1,District1,HCM
4538,2283,Le Loi,Ward5,District3,HCM
4539,2283,Vo Van Tan,Ward1,District1,HCM
4540,2283,Le Loi,Ward10,District10,HCM
4541,2284,Vo Van Tan,Ward10,District10,HCM
4542,2285,CMT8,Ward1,District1,HCM
4543,2286,Tran Hung Dao,Ward3,District3,HCM
4544,2286,Tran Hung Dao,Ward7,District3,HCM
4545,2286,CMT8,Ward10,District3,HCM
4546,2287,Le Loi,Ward1,District3,HCM
4547,2287,Tran Hung Dao,Ward10,District5,HCM
4548,2287,Le Loi,Ward5,District1,HCM
4549,2288,Vo Van Tan,Ward7,District5,HCM
4550,2288,Nguyen Hue,Ward1,District3,HCM
4551,2288,CMT8,Ward7,District3,HCM
4552,2289,Nguyen Hue,Ward7,District1,HCM
4553,2289,Nguyen Hue,Ward3,District3,HCM
4554,2290,CMT8,Ward5,District1,HCM
4555,2290,Tran Hung Dao,Ward1,District5,HCM
4556,2291,Vo Van Tan,Ward3,District10,HCM
4557,2291,Le Loi,Ward7,District5,HCM
4558,2292,Tran Hung Dao,Ward3,District3,HCM
4559,2293,CMT8,Ward5,District1,HCM
4560,2293,Tran Hung Dao,Ward1,District3,HCM
4561,2294,Le Loi,Ward7,District5,HCM
4562,2294,Tran Hung Dao,Ward5,District5,HCM
4563,2294,Tran Hung Dao,Ward10,District3,HCM
4564,2295,CMT8,Ward7,District10,HCM
4565,2295,CMT8,Ward10,District1,HCM
4566,2296,CMT8,Ward1,District1,HCM
4567,2296,Nguyen Hue,Ward3,District5,HCM
4568,2297,Tran Hung Dao,Ward3,District3,HCM
4569,2297,Nguyen Hue,Ward1,District3,HCM
4570,2297,Le Loi,Ward5,District5,HCM
4571,2298,Nguyen Hue,Ward3,District10,HCM
4572,2298,Tran Hung Dao,Ward3,District5,HCM
4573,2299,Tran Hung Dao,Ward7,District5,HCM
4574,2300,Le Loi,Ward3,District10,HCM
4575,2301,Vo Van Tan,Ward3,District5,HCM
4576,2302,CMT8,Ward3,District1,HCM
4577,2302,Tran Hung Dao,Ward1,District1,HCM
4578,2302,Tran Hung Dao,Ward10,District10,HCM
4579,2303,CMT8,Ward7,District10,HCM
4580,2303,Nguyen Hue,Ward10,District10,HCM
4581,2303,CMT8,Ward10,District10,HCM
4582,2304,Vo Van Tan,Ward1,District1,HCM
4583,2304,CMT8,Ward3,District3,HCM
4584,2305,Tran Hung Dao,Ward1,District10,HCM
4585,2305,Tran Hung Dao,Ward5,District1,HCM
4586,2306,Tran Hung Dao,Ward7,District10,HCM
4587,2307,Vo Van Tan,Ward10,District10,HCM
4588,2307,Tran Hung Dao,Ward7,District1,HCM
4589,2307,Le Loi,Ward10,District5,HCM
4590,2308,Tran Hung Dao,Ward3,District5,HCM
4591,2308,Le Loi,Ward5,District5,HCM
4592,2309,Nguyen Hue,Ward5,District5,HCM
4593,2309,Tran Hung Dao,Ward7,District1,HCM
4594,2309,CMT8,Ward3,District5,HCM
4595,2310,Tran Hung Dao,Ward1,District10,HCM
4596,2311,Nguyen Hue,Ward3,District10,HCM
4597,2312,Le Loi,Ward7,District3,HCM
4598,2312,CMT8,Ward1,District5,HCM
4599,2312,CMT8,Ward5,District5,HCM
4600,2313,Nguyen Hue,Ward7,District10,HCM
4601,2313,Le Loi,Ward1,District3,HCM
4602,2313,Tran Hung Dao,Ward3,District1,HCM
4603,2314,Le Loi,Ward10,District3,HCM
4604,2315,Nguyen Hue,Ward1,District10,HCM
4605,2315,Le Loi,Ward1,District5,HCM
4606,2315,CMT8,Ward1,District5,HCM
4607,2316,Nguyen Hue,Ward5,District5,HCM
4608,2316,Nguyen Hue,Ward1,District3,HCM
4609,2317,Tran Hung Dao,Ward1,District3,HCM
4610,2318,CMT8,Ward3,District1,HCM
4611,2318,Tran Hung Dao,Ward10,District3,HCM
4612,2318,Nguyen Hue,Ward1,District5,HCM
4613,2319,Le Loi,Ward10,District1,HCM
4614,2320,CMT8,Ward3,District10,HCM
4615,2320,Vo Van Tan,Ward7,District1,HCM
4616,2320,Nguyen Hue,Ward3,District5,HCM
4617,2321,Nguyen Hue,Ward3,District5,HCM
4618,2321,Nguyen Hue,Ward3,District10,HCM
4619,2321,Le Loi,Ward7,District5,HCM
4620,2322,CMT8,Ward10,District5,HCM
4621,2322,CMT8,Ward10,District3,HCM
4622,2323,Tran Hung Dao,Ward7,District1,HCM
4623,2324,Vo Van Tan,Ward10,District3,HCM
4624,2324,Le Loi,Ward3,District10,HCM
4625,2325,Le Loi,Ward1,District3,HCM
4626,2326,CMT8,Ward5,District10,HCM
4627,2327,CMT8,Ward3,District10,HCM
4628,2328,Vo Van Tan,Ward5,District5,HCM
4629,2328,CMT8,Ward3,District1,HCM
4630,2328,Vo Van Tan,Ward1,District10,HCM
4631,2329,Nguyen Hue,Ward5,District10,HCM
4632,2329,Tran Hung Dao,Ward5,District1,HCM
4633,2330,Tran Hung Dao,Ward10,District3,HCM
4634,2330,Le Loi,Ward1,District5,HCM
4635,2331,Vo Van Tan,Ward7,District1,HCM
4636,2331,Le Loi,Ward7,District3,HCM
4637,2332,Tran Hung Dao,Ward10,District3,HCM
4638,2333,Nguyen Hue,Ward5,District5,HCM
4639,2333,Le Loi,Ward1,District1,HCM
4640,2334,CMT8,Ward1,District1,HCM
4641,2334,Tran Hung Dao,Ward5,District1,HCM
4642,2335,Le Loi,Ward7,District3,HCM
4643,2336,Nguyen Hue,Ward5,District3,HCM
4644,2337,Tran Hung Dao,Ward5,District3,HCM
4645,2337,Tran Hung Dao,Ward7,District10,HCM
4646,2338,Vo Van Tan,Ward1,District1,HCM
4647,2339,Tran Hung Dao,Ward3,District3,HCM
4648,2340,Tran Hung Dao,Ward7,District5,HCM
4649,2340,Le Loi,Ward5,District5,HCM
4650,2341,Tran Hung Dao,Ward5,District5,HCM
4651,2341,Vo Van Tan,Ward10,District5,HCM
4652,2342,Vo Van Tan,Ward1,District1,HCM
4653,2343,CMT8,Ward3,District10,HCM
4654,2344,Tran Hung Dao,Ward1,District3,HCM
4655,2344,CMT8,Ward10,District10,HCM
4656,2345,Le Loi,Ward10,District1,HCM
4657,2345,Le Loi,Ward5,District5,HCM
4658,2345,Le Loi,Ward3,District5,HCM
4659,2346,Nguyen Hue,Ward5,District3,HCM
4660,2347,Le Loi,Ward1,District5,HCM
4661,2347,Vo Van Tan,Ward10,District10,HCM
4662,2347,Nguyen Hue,Ward5,District3,HCM
4663,2348,Vo Van Tan,Ward5,District3,HCM
4664,2348,Vo Van Tan,Ward3,District5,HCM
4665,2349,Le Loi,Ward10,District3,HCM
4666,2349,Tran Hung Dao,Ward1,District5,HCM
4667,2350,Le Loi,Ward7,District5,HCM
4668,2351,Vo Van Tan,Ward10,District10,HCM
4669,2351,Tran Hung Dao,Ward3,District1,HCM
4670,2351,CMT8,Ward10,District10,HCM
4671,2352,Le Loi,Ward7,District3,HCM
4672,2352,Nguyen Hue,Ward10,District5,HCM
4673,2353,Nguyen Hue,Ward3,District1,HCM
4674,2353,Vo Van Tan,Ward1,District3,HCM
4675,2353,Nguyen Hue,Ward10,District10,HCM
4676,2354,CMT8,Ward10,District5,HCM
4677,2354,CMT8,Ward5,District3,HCM
4678,2355,Nguyen Hue,Ward3,District5,HCM
4679,2355,Nguyen Hue,Ward1,District3,HCM
4680,2356,Vo Van Tan,Ward1,District3,HCM
4681,2356,Le Loi,Ward10,District3,HCM
4682,2356,CMT8,Ward10,District5,HCM
4683,2357,Le Loi,Ward3,District1,HCM
4684,2357,Tran Hung Dao,Ward10,District3,HCM
4685,2357,Tran Hung Dao,Ward10,District5,HCM
4686,2358,Vo Van Tan,Ward3,District1,HCM
4687,2358,CMT8,Ward3,District3,HCM
4688,2358,CMT8,Ward1,District3,HCM
4689,2359,CMT8,Ward10,District10,HCM
4690,2359,Nguyen Hue,Ward5,District1,HCM
4691,2360,Le Loi,Ward3,District3,HCM
4692,2361,Tran Hung Dao,Ward7,District10,HCM
4693,2361,Vo Van Tan,Ward1,District3,HCM
4694,2361,Tran Hung Dao,Ward1,District3,HCM
4695,2362,Vo Van Tan,Ward1,District1,HCM
4696,2363,Vo Van Tan,Ward5,District3,HCM
4697,2363,Tran Hung Dao,Ward1,District10,HCM
4698,2364,Tran Hung Dao,Ward5,District1,HCM
4699,2364,Nguyen Hue,Ward7,District5,HCM
4700,2364,Vo Van Tan,Ward7,District5,HCM
4701,2365,Tran Hung Dao,Ward7,District1,HCM
4702,2365,Tran Hung Dao,Ward1,District5,HCM
4703,2366,Le Loi,Ward1,District3,HCM
4704,2366,Le Loi,Ward10,District3,HCM
4705,2367,Tran Hung Dao,Ward1,District5,HCM
4706,2368,CMT8,Ward5,District1,HCM
4707,2368,Le Loi,Ward10,District5,HCM
4708,2369,CMT8,Ward3,District5,HCM
4709,2369,Tran Hung Dao,Ward10,District1,HCM
4710,2370,Vo Van Tan,Ward1,District5,HCM
4711,2370,Vo Van Tan,Ward10,District10,HCM
4712,2370,CMT8,Ward5,District10,HCM
4713,2371,Nguyen Hue,Ward10,District5,HCM
4714,2372,Tran Hung Dao,Ward1,District3,HCM
4715,2372,CMT8,Ward3,District1,HCM
4716,2372,Nguyen Hue,Ward10,District1,HCM
4717,2373,Le Loi,Ward1,District5,HCM
4718,2373,Tran Hung Dao,Ward3,District1,HCM
4719,2374,Le Loi,Ward7,District5,HCM
4720,2375,Tran Hung Dao,Ward5,District10,HCM
4721,2375,Tran Hung Dao,Ward7,District3,HCM
4722,2376,Tran Hung Dao,Ward3,District5,HCM
4723,2376,Le Loi,Ward1,District5,HCM
4724,2376,Tran Hung Dao,Ward3,District1,HCM
4725,2377,Le Loi,Ward7,District1,HCM
4726,2377,Vo Van Tan,Ward1,District10,HCM
4727,2377,Vo Van Tan,Ward1,District10,HCM
4728,2378,Nguyen Hue,Ward5,District3,HCM
4729,2378,Le Loi,Ward5,District1,HCM
4730,2379,Tran Hung Dao,Ward3,District10,HCM
4731,2380,Tran Hung Dao,Ward7,District3,HCM
4732,2381,Tran Hung Dao,Ward5,District5,HCM
4733,2381,Tran Hung Dao,Ward1,District5,HCM
4734,2382,Tran Hung Dao,Ward5,District5,HCM
4735,2382,Vo Van Tan,Ward7,District10,HCM
4736,2383,Nguyen Hue,Ward5,District3,HCM
4737,2383,CMT8,Ward10,District10,HCM
4738,2384,Tran Hung Dao,Ward7,District3,HCM
4739,2384,CMT8,Ward5,District10,HCM
4740,2385,Nguyen Hue,Ward7,District1,HCM
4741,2385,CMT8,Ward3,District3,HCM
4742,2385,Le Loi,Ward10,District10,HCM
4743,2386,Nguyen Hue,Ward10,District10,HCM
4744,2387,CMT8,Ward10,District5,HCM
4745,2387,Tran Hung Dao,Ward1,District1,HCM
4746,2387,Le Loi,Ward10,District5,HCM
4747,2388,Tran Hung Dao,Ward1,District5,HCM
4748,2389,Vo Van Tan,Ward3,District10,HCM
4749,2390,CMT8,Ward7,District5,HCM
4750,2390,Le Loi,Ward3,District10,HCM
4751,2390,Tran Hung Dao,Ward5,District3,HCM
4752,2391,Le Loi,Ward10,District3,HCM
4753,2391,Vo Van Tan,Ward3,District5,HCM
4754,2391,Nguyen Hue,Ward3,District3,HCM
4755,2392,Tran Hung Dao,Ward3,District3,HCM
4756,2393,Vo Van Tan,Ward7,District5,HCM
4757,2393,Vo Van Tan,Ward7,District10,HCM
4758,2394,Nguyen Hue,Ward10,District1,HCM
4759,2394,CMT8,Ward10,District5,HCM
4760,2395,Tran Hung Dao,Ward7,District3,HCM
4761,2396,Le Loi,Ward5,District5,HCM
4762,2397,Le Loi,Ward3,District3,HCM
4763,2397,Vo Van Tan,Ward5,District3,HCM
4764,2397,Vo Van Tan,Ward1,District5,HCM
4765,2398,Le Loi,Ward1,District5,HCM
4766,2398,Tran Hung Dao,Ward10,District1,HCM
4767,2399,Tran Hung Dao,Ward1,District1,HCM
4768,2399,Vo Van Tan,Ward1,District10,HCM
4769,2400,Nguyen Hue,Ward5,District10,HCM
4770,2401,Nguyen Hue,Ward10,District1,HCM
4771,2402,Nguyen Hue,Ward3,District1,HCM
4772,2402,Le Loi,Ward3,District1,HCM
4773,2402,Nguyen Hue,Ward5,District1,HCM
4774,2403,Vo Van Tan,Ward7,District1,HCM
4775,2403,Nguyen Hue,Ward3,District5,HCM
4776,2404,Vo Van Tan,Ward3,District5,HCM
4777,2404,Le Loi,Ward5,District10,HCM
4778,2405,Nguyen Hue,Ward1,District5,HCM
4779,2406,Le Loi,Ward3,District10,HCM
4780,2406,Le Loi,Ward3,District3,HCM
4781,2407,Vo Van Tan,Ward3,District10,HCM
4782,2407,Le Loi,Ward3,District5,HCM
4783,2408,CMT8,Ward10,District10,HCM
4784,2408,Vo Van Tan,Ward1,District5,HCM
4785,2409,Tran Hung Dao,Ward5,District5,HCM
4786,2409,Nguyen Hue,Ward10,District1,HCM
4787,2410,Le Loi,Ward7,District1,HCM
4788,2411,Nguyen Hue,Ward1,District3,HCM
4789,2411,Tran Hung Dao,Ward3,District3,HCM
4790,2411,Tran Hung Dao,Ward1,District3,HCM
4791,2412,CMT8,Ward3,District1,HCM
4792,2413,Vo Van Tan,Ward3,District3,HCM
4793,2413,Nguyen Hue,Ward1,District1,HCM
4794,2413,Le Loi,Ward7,District1,HCM
4795,2414,Nguyen Hue,Ward5,District10,HCM
4796,2415,CMT8,Ward5,District3,HCM
4797,2415,Tran Hung Dao,Ward3,District3,HCM
4798,2416,Le Loi,Ward5,District3,HCM
4799,2416,Le Loi,Ward1,District3,HCM
4800,2417,Vo Van Tan,Ward10,District1,HCM
4801,2418,Tran Hung Dao,Ward7,District1,HCM
4802,2418,Nguyen Hue,Ward7,District3,HCM
4803,2419,Tran Hung Dao,Ward1,District10,HCM
4804,2420,Vo Van Tan,Ward1,District1,HCM
4805,2420,CMT8,Ward5,District10,HCM
4806,2421,Nguyen Hue,Ward1,District5,HCM
4807,2422,Nguyen Hue,Ward10,District10,HCM
4808,2422,Le Loi,Ward10,District5,HCM
4809,2423,CMT8,Ward10,District10,HCM
4810,2423,Nguyen Hue,Ward3,District1,HCM
4811,2424,CMT8,Ward1,District10,HCM
4812,2425,Nguyen Hue,Ward5,District3,HCM
4813,2425,Vo Van Tan,Ward7,District10,HCM
4814,2426,Tran Hung Dao,Ward3,District10,HCM
4815,2426,Tran Hung Dao,Ward5,District1,HCM
4816,2427,Nguyen Hue,Ward10,District10,HCM
4817,2427,Vo Van Tan,Ward3,District1,HCM
4818,2427,Nguyen Hue,Ward10,District3,HCM
4819,2428,CMT8,Ward10,District10,HCM
4820,2428,CMT8,Ward10,District3,HCM
4821,2429,Vo Van Tan,Ward1,District10,HCM
4822,2429,CMT8,Ward10,District1,HCM
4823,2430,Nguyen Hue,Ward5,District10,HCM
4824,2430,Vo Van Tan,Ward5,District10,HCM
4825,2430,Vo Van Tan,Ward3,District3,HCM
4826,2431,Vo Van Tan,Ward7,District5,HCM
4827,2431,Tran Hung Dao,Ward7,District1,HCM
4828,2432,CMT8,Ward3,District5,HCM
4829,2432,CMT8,Ward3,District10,HCM
4830,2432,Tran Hung Dao,Ward3,District1,HCM
4831,2433,CMT8,Ward3,District1,HCM
4832,2433,Tran Hung Dao,Ward5,District10,HCM
4833,2434,Le Loi,Ward1,District1,HCM
4834,2435,Nguyen Hue,Ward10,District1,HCM
4835,2436,Tran Hung Dao,Ward5,District10,HCM
4836,2437,Tran Hung Dao,Ward5,District5,HCM
4837,2438,CMT8,Ward5,District5,HCM
4838,2438,Vo Van Tan,Ward10,District1,HCM
4839,2438,Le Loi,Ward1,District10,HCM
4840,2439,Nguyen Hue,Ward1,District1,HCM
4841,2439,Nguyen Hue,Ward5,District3,HCM
4842,2440,Vo Van Tan,Ward10,District5,HCM
4843,2441,Le Loi,Ward5,District5,HCM
4844,2441,Nguyen Hue,Ward5,District10,HCM
4845,2442,CMT8,Ward3,District5,HCM
4846,2442,Tran Hung Dao,Ward1,District3,HCM
4847,2443,Nguyen Hue,Ward1,District1,HCM
4848,2443,Vo Van Tan,Ward7,District10,HCM
4849,2444,Nguyen Hue,Ward1,District5,HCM
4850,2445,CMT8,Ward10,District10,HCM
4851,2445,CMT8,Ward1,District3,HCM
4852,2445,Vo Van Tan,Ward5,District3,HCM
4853,2446,Vo Van Tan,Ward7,District3,HCM
4854,2446,Le Loi,Ward1,District1,HCM
4855,2447,Vo Van Tan,Ward3,District1,HCM
4856,2448,Nguyen Hue,Ward7,District3,HCM
4857,2448,CMT8,Ward5,District10,HCM
4858,2449,Tran Hung Dao,Ward5,District10,HCM
4859,2450,Nguyen Hue,Ward3,District1,HCM
4860,2450,CMT8,Ward5,District3,HCM
4861,2451,Vo Van Tan,Ward1,District1,HCM
4862,2451,CMT8,Ward5,District1,HCM
4863,2451,Tran Hung Dao,Ward3,District3,HCM
4864,2452,Tran Hung Dao,Ward10,District5,HCM
4865,2452,Le Loi,Ward7,District5,HCM
4866,2452,Nguyen Hue,Ward1,District3,HCM
4867,2453,Nguyen Hue,Ward7,District1,HCM
4868,2454,Le Loi,Ward5,District5,HCM
4869,2454,Nguyen Hue,Ward7,District10,HCM
4870,2454,Tran Hung Dao,Ward3,District1,HCM
4871,2455,CMT8,Ward3,District1,HCM
4872,2455,CMT8,Ward3,District10,HCM
4873,2456,Le Loi,Ward3,District5,HCM
4874,2456,Le Loi,Ward5,District1,HCM
4875,2456,Nguyen Hue,Ward3,District10,HCM
4876,2457,Tran Hung Dao,Ward3,District5,HCM
4877,2457,CMT8,Ward7,District3,HCM
4878,2458,Le Loi,Ward10,District3,HCM
4879,2459,Vo Van Tan,Ward1,District1,HCM
4880,2459,Le Loi,Ward1,District5,HCM
4881,2460,Tran Hung Dao,Ward5,District10,HCM
4882,2461,Nguyen Hue,Ward10,District5,HCM
4883,2462,Tran Hung Dao,Ward7,District1,HCM
4884,2462,CMT8,Ward1,District10,HCM
4885,2462,Nguyen Hue,Ward10,District3,HCM
4886,2463,Le Loi,Ward10,District3,HCM
4887,2463,Le Loi,Ward5,District3,HCM
4888,2463,Vo Van Tan,Ward5,District3,HCM
4889,2464,Nguyen Hue,Ward7,District1,HCM
4890,2464,Vo Van Tan,Ward1,District5,HCM
4891,2465,Tran Hung Dao,Ward10,District3,HCM
4892,2465,Tran Hung Dao,Ward5,District10,HCM
4893,2466,Le Loi,Ward10,District10,HCM
4894,2466,Tran Hung Dao,Ward7,District10,HCM
4895,2467,CMT8,Ward7,District10,HCM
4896,2467,CMT8,Ward1,District10,HCM
4897,2468,Vo Van Tan,Ward1,District3,HCM
4898,2468,Nguyen Hue,Ward7,District3,HCM
4899,2469,Le Loi,Ward1,District1,HCM
4900,2469,Vo Van Tan,Ward1,District3,HCM
4901,2469,CMT8,Ward3,District10,HCM
4902,2470,Nguyen Hue,Ward3,District5,HCM
4903,2470,Le Loi,Ward10,District3,HCM
4904,2471,Tran Hung Dao,Ward7,District3,HCM
4905,2472,Tran Hung Dao,Ward5,District3,HCM
4906,2472,Le Loi,Ward7,District10,HCM
4907,2472,Le Loi,Ward3,District1,HCM
4908,2473,Le Loi,Ward5,District5,HCM
4909,2473,CMT8,Ward3,District3,HCM
4910,2474,CMT8,Ward5,District1,HCM
4911,2474,Nguyen Hue,Ward1,District1,HCM
4912,2475,Nguyen Hue,Ward1,District5,HCM
4913,2476,Tran Hung Dao,Ward10,District10,HCM
4914,2477,Le Loi,Ward5,District5,HCM
4915,2477,Vo Van Tan,Ward3,District1,HCM
4916,2477,Vo Van Tan,Ward5,District1,HCM
4917,2478,Le Loi,Ward5,District1,HCM
4918,2478,Nguyen Hue,Ward5,District1,HCM
4919,2478,Nguyen Hue,Ward10,District10,HCM
4920,2479,Tran Hung Dao,Ward5,District5,HCM
4921,2479,Vo Van Tan,Ward5,District3,HCM
4922,2480,Le Loi,Ward5,District3,HCM
4923,2481,Nguyen Hue,Ward10,District3,HCM
4924,2482,Tran Hung Dao,Ward3,District5,HCM
4925,2482,CMT8,Ward10,District5,HCM
4926,2482,Vo Van Tan,Ward5,District1,HCM
4927,2483,CMT8,Ward7,District1,HCM
4928,2483,Vo Van Tan,Ward7,District10,HCM
4929,2483,Vo Van Tan,Ward3,District10,HCM
4930,2484,CMT8,Ward7,District3,HCM
4931,2485,Tran Hung Dao,Ward7,District10,HCM
4932,2486,Tran Hung Dao,Ward3,District5,HCM
4933,2486,CMT8,Ward7,District3,HCM
4934,2487,Le Loi,Ward10,District1,HCM
4935,2487,Vo Van Tan,Ward1,District3,HCM
4936,2487,CMT8,Ward5,District1,HCM
4937,2488,Tran Hung Dao,Ward1,District10,HCM
4938,2488,Nguyen Hue,Ward10,District5,HCM
4939,2489,Tran Hung Dao,Ward3,District10,HCM
4940,2489,Nguyen Hue,Ward1,District3,HCM
4941,2490,Vo Van Tan,Ward3,District5,HCM
4942,2490,Nguyen Hue,Ward1,District5,HCM
4943,2490,CMT8,Ward5,District1,HCM
4944,2491,CMT8,Ward3,District3,HCM
4945,2491,CMT8,Ward10,District10,HCM
4946,2491,Nguyen Hue,Ward10,District10,HCM
4947,2492,Vo Van Tan,Ward1,District5,HCM
4948,2492,CMT8,Ward5,District3,HCM
4949,2492,CMT8,Ward10,District10,HCM
4950,2493,Vo Van Tan,Ward10,District1,HCM
4951,2493,CMT8,Ward5,District1,HCM
4952,2493,Vo Van Tan,Ward1,District3,HCM
4953,2494,Tran Hung Dao,Ward7,District1,HCM
4954,2494,Nguyen Hue,Ward10,District3,HCM
4955,2495,Le Loi,Ward5,District5,HCM
4956,2496,Le Loi,Ward3,District3,HCM
4957,2496,Vo Van Tan,Ward10,District3,HCM
4958,2496,Vo Van Tan,Ward3,District10,HCM
4959,2497,Le Loi,Ward1,District1,HCM
4960,2497,Le Loi,Ward5,District1,HCM
4961,2498,Nguyen Hue,Ward5,District5,HCM
4962,2498,Vo Van Tan,Ward7,District3,HCM
4963,2498,Le Loi,Ward1,District5,HCM
4964,2499,CMT8,Ward1,District10,HCM
4965,2499,CMT8,Ward5,District3,HCM
4966,2500,Nguyen Hue,Ward10,District1,HCM
4967,2500,Tran Hung Dao,Ward5,District5,HCM
4968,2500,Vo Van Tan,Ward5,District10,HCM
4969,2501,Vo Van Tan,Ward1,District1,HCM
4970,2501,Tran Hung Dao,Ward1,District3,HCM
4971,2502,Le Loi,Ward5,District3,HCM
4972,2503,Vo Van Tan,Ward10,District5,HCM
4973,2503,Vo Van Tan,Ward3,District5,HCM
4974,2503,Nguyen Hue,Ward5,District10,HCM
4975,2504,Vo Van Tan,Ward10,District1,HCM
4976,2504,Nguyen Hue,Ward5,District1,HCM
4977,2504,Nguyen Hue,Ward1,District10,HCM
4978,2505,Vo Van Tan,Ward10,District1,HCM
4979,2505,Nguyen Hue,Ward3,District5,HCM
4980,2505,CMT8,Ward7,District10,HCM
4981,2506,Nguyen Hue,Ward3,District1,HCM
4982,2507,CMT8,Ward1,District3,HCM
4983,2507,Nguyen Hue,Ward7,District5,HCM
4984,2507,Nguyen Hue,Ward3,District5,HCM
4985,2508,Le Loi,Ward3,District1,HCM
4986,2508,Tran Hung Dao,Ward1,District3,HCM
4987,2509,Vo Van Tan,Ward7,District5,HCM
4988,2509,Le Loi,Ward5,District3,HCM
4989,2510,CMT8,Ward7,District10,HCM
4990,2510,Nguyen Hue,Ward3,District10,HCM
4991,2510,Tran Hung Dao,Ward7,District3,HCM
4992,2511,Nguyen Hue,Ward1,District10,HCM
4993,2512,Le Loi,Ward3,District1,HCM
4994,2512,Tran Hung Dao,Ward1,District5,HCM
4995,2513,Vo Van Tan,Ward3,District1,HCM
4996,2514,Tran Hung Dao,Ward1,District1,HCM
4997,2514,Le Loi,Ward1,District5,HCM
